outlet,phase,source,target,polarity,raw_verb,quote,doc_id
dawn,post,US,Iran,positive,support,"Prime Minister Netanyahu put out a statement last night in support of the ceasefire, in support of the United States’ efforts",1560_0
dawn,post,US,Iran,positive,assured,has also assured the president that they’ll continue to be a helpful partner throughout the course of the next two weeks,1560_0
dawn,post,US,Iran,neutral,discussed,"Asked if Lebanon would be included at a future date, Leavitt replied that the matter would continue to be discussed by all parties",1560_0
dawn,post,US,Iran,neutral,said,"US Vice President JD Vance also said said Tehran’s negotiators thought the ceasefire included Lebanon, but the US had not agreed to that",1560_0
dawn,post,US,Iran,neutral,said,"The US position was that the ceasefire would focus on Iran and US allies, including Israel and the Gulf Arab states, he added",1560_0
dawn,post,US,Israel,positive,agreed,Vance said Israel had agreed to show restraint in Lebanon,1560_0
dawn,post,Israel,Lebanon,positive,show restraint,Vance said Israel had agreed to show restraint in Lebanon,1560_0
dawn,post,Iran,US,negative,said,"Iranian Foreign Minister Abbas Araghchi said in a post on X that the terms of the ceasefire were “clear and explicit”, adding that the US must choose between a ceasefire or continued war with Israel and “it cannot have both”",1560_0
dawn,post,Iran,US,negative,said,Iran’s ISNA news agency also reported that President Masoud Pezeshkian said that a Lebanon ceasefire was one of the key conditions of the Islamic republic’s 10-point plan for securing an end to the Middle East war,1560_0
dawn,post,Lebanon,Israel,negative,grave violation,"Another Hezbollah lawmaker, Hassan Fadlallah, told Reuters the Israeli strikes were “a grave violation of the ceasefire”",1560_0
dawn,post,Lebanon,Israel,negative,repercussions,there would be “repercussions for the entire agreement” if they continued,1560_0
dawn,post,Lebanon,Israel,neutral,efforts,Lebanese President Joseph Aoun said Beirut would continue its efforts to ensure that Lebanon was included in any lasting regional peace agreement,1560_0
dawn,post,Lebanon,Pakistan,positive,sought,sought Pakistan’s support for bringing an immediate end to Israeli attacks on his country,1569_0
dawn,post,Pakistan,Israel,negative,strongly condemned,strongly condemned Israel’s ongoing aggression against Lebanon,1569_0
dawn,post,Pakistan,Lebanon,positive,expressed condolences,expressed condolences over the loss of thousands of precious lives in these hostilities,1569_0
dawn,post,Lebanon,Pakistan,positive,thanking,thanking PM Shehbaz for his peace efforts,1569_0
dawn,post,Lebanon,Pakistan,positive,sought,sought Pakistan’s support for bringing an immediate end to the attacks targeting Lebanon and its people,1569_0
dawn,post,Pakistan,Lebanon,positive,peace efforts,Grateful to Prime Minister Nawaf Salam who expressed his appreciation for Pakistan’s peace efforts,1569_0
dawn,post,Pakistan,Israel,negative,strongly condemned,strongly condemned Israel’s continued attacks on Lebanon,1569_0
dawn,post,Pakistan,Israel,negative,condemns,"Pakistan condemns, in the strongest terms, the ongoing Israeli aggression against Lebanon",1569_0
dawn,post,Pakistan,Lebanon,positive,unwavering solidarity,reiterated its “unwavering solidarity with the government and people of Lebanon during this difficult time”,1569_0
dawn,post,Pakistan,Lebanon,positive,supported,"adding that it supported Lebanon’s sovereignty and territorial integrity, as well as its peace and stability",1569_0
dawn,post,Israel,Lebanon,negative,struck,"The Israeli military claimed it struck more than 100 sites across Beirut, the Bekaa Valley and southern Lebanon",1569_0
dawn,post,Iran,US,negative,demand compensation,"We will demand compensation for every single damage inflicted, for the blood of our martyrs, and for the suffering of the wounded in this war.",1576_0
dawn,post,Saudi_Arabia,Iran,neutral,received a phone call,Saudi Foreign Minister Prince Faisal bin Farhan received a phone call from his Iranian counterpart Abbas Araghchi,1572_0
dawn,post,Iran,Saudi_Arabia,neutral,received a phone call,Saudi Foreign Minister Prince Faisal bin Farhan received a phone call from his Iranian counterpart Abbas Araghchi,1572_0
dawn,post,Saudi_Arabia,Iran,neutral,reviewed,"During the call, they reviewed the latest developments",1572_0
dawn,post,Saudi_Arabia,Iran,positive,discussed,discussed ways to reduce tensions to restore security and stability in the region,1572_0
dawn,post,Saudi_Arabia,US,positive,welcomed,Saudi Arabia welcomed the ceasefire,1572_0
dawn,post,Saudi_Arabia,Israel,positive,welcomed,Saudi Arabia welcomed the ceasefire,1572_0
dawn,post,Saudi_Arabia,US,positive,expressing hope,its foreign ministry expressing hope that it would lead to a “comprehensive and sustainable de-escalation”,1572_0
dawn,post,Saudi_Arabia,Israel,positive,expressing hope,its foreign ministry expressing hope that it would lead to a “comprehensive and sustainable de-escalation”,1572_0
dawn,post,Saudi_Arabia,US,positive,expressed the hope,It further expressed the hope that the ceasefire would enhance regional security,1572_0
dawn,post,Saudi_Arabia,Israel,positive,expressed the hope,It further expressed the hope that the ceasefire would enhance regional security,1572_0
dawn,post,Saudi_Arabia,US,positive,called for an end to attacks,Saudi Arabia called for an end to attacks on countries in the Gulf,1572_0
dawn,post,Saudi_Arabia,Israel,positive,called for an end to attacks,Saudi Arabia called for an end to attacks on countries in the Gulf,1572_0
dawn,post,Saudi_Arabia,Pakistan,positive,commended,commended the “productive efforts” undertaken by Prime Minister Shehbaz Sharif,1572_0
dawn,post,Saudi_Arabia,Pakistan,positive,commended,commended the “productive efforts” undertaken by Prime Minister Shehbaz Sharif and Chief of Defence Forces and Chief of Army Staff Field Marshal Asim Munir,1572_0
dawn,post,Iran,UAE,negative,must open,"Iran must open the strait without conditions, the CEO of UAE state oil giant ADNOC said",1577_0
dawn,post,US,Iran,negative,warned,warned of a major escalation in fighting if Iran failed to comply,1579_0
dawn,post,US,Iran,negative,vowed,vowed on Thur­sday to retain military assets in the Middle East until a peace deal with Iran is reached,1579_0
dawn,post,US,Iran,negative,remain in place to destroy,"would remain in place to destroy, if necessary, “a substantially degraded enemy”",1579_0
dawn,post,US,Iran,negative,warns of major escalation,Warns of major escalation in fighting if Tehran fails to comply with pact,1579_0
dawn,post,US,Iran,negative,warned,warned of a major escalation in fighting if Iran failed to comply,1579_0
dawn,post,Iran,US,negative,said,Iran had said earlier in the day that it would be “unreasonable” to proceed with talks to forge a permanent peace deal with the United States,1579_0
dawn,post,Israel,Lebanon,negative,strikes,"Israel’s strikes, “signal deception and non-compliance” and render negotiations “meaningless”",1574_0
dawn,post,Iran,Lebanon,positive,will never forsake,Iran will never forsake its Lebanese brothers and sisters,1574_0
dawn,post,China,Israel,negative,urged,Beijing urged restraint and “a cooling down of the regional situation”,1574_0
dawn,post,Israel,Lebanon,neutral,ordered,he had ordered his ministers to begin direct talks with Lebanon,1575_0
dawn,post,Israel,Hezbollah,negative,pushing for,pushing for Hezbollah’s disarmament,1575_0
dawn,post,Lebanon,Israel,positive,wants,Beirut “wants a ceasefire” declared before starting any negotiations with Israel,1575_0
dawn,post,Hezbollah,Israel,negative,engaged in close-quarters combat,Hezbollah said it was engaged in close-quarters combat against Israeli forces,1575_0
dawn,post,Israel,Lebanon,neutral,order for direct negotiations,Netanyahu’s order for direct negotiations with Lebanon’s government,1575_0
dawn,post,Israel,Hezbollah,negative,disarming,focused on disarming Hezbollah,1575_0
dawn,post,Israel,Lebanon,negative,issued a new evacuation order,Israel’s military issued a new evacuation order for Beirut’s southern suburbs,1575_0
dawn,post,Israel,Lebanon,neutral,begin direct negotiations,begin direct negotiations with Lebanon as soon as possible,1575_0
dawn,post,Israel,Hezbollah,negative,disarming,Negotiations will focus on disarming Hezbollah,1575_0
dawn,post,Israel,Lebanon,positive,establishing peace relations,establishing peace relations between Israel and Lebanon,1575_0
dawn,post,US,Israel,positive,asked,he had asked Netanyahu to pull back on the strikes in Lebanon,1575_0
dawn,post,Hezbollah,Israel,negative,rejected,the group rejected direct negotiations with Israel,1575_0
dawn,post,Hezbollah,Lebanon,positive,demand,the Lebanese government should demand a ceasefire,1575_0
dawn,post,UN,Israel,negative,described as “carnage”,"Israeli assault on Lebanon, which the UN described as “carnage”",1575_0
dawn,post,EU,US,positive,demanded,"Brussels, Moscow and Ankara demanded that the US-Iran two-week ceasefire be extended to Lebanon",1575_0
dawn,post,Germany,Israel,negative,warned,"The severity with which Israel is waging war there could cause the peace process as a whole to fail, and that must not be allowed to happen",1575_0
dawn,post,Iran,Lebanon,positive,sees,Tehran sees Lebanon as an “inseparable part of the ceasefire”,1575_0
dawn,post,Iran,Israel,negative,rendered “meaningless”,President Masoud Pezeshkian said Israel’s strikes rendered “meaningless” talks with US envoys,1575_0
dawn,post,Hezbollah,Israel,negative,fired rockets,Hezbollah said it had fired rockets towards Israel,1575_0
dawn,post,Israel,Hezbollah,negative,continuing to strike,"We are continuing to strike Hezbollah with force, precision and determination",1575_0
dawn,post,Israel,Hezbollah,negative,will strike,"anyone who acts against Israeli civilians, we will strike them",1575_0
dawn,post,Israel,Hezbollah,negative,continue to hit,We will continue to hit Hezbollah wherever necessary,1575_0
dawn,post,Lebanon,Israel,positive,agreed to hold the first meeting,it was agreed to hold the first meeting next Tuesday at the State Department to discuss declaring a ceasefire,1586_0
dawn,post,Hezbollah,Israel,negative,called on,"Naim Qassem, deputy head of Hezbollah, called on the Lebanese state to stop giving “free concessions” to Israel",1586_0
dawn,post,Hezbollah,Israel,negative,vowed to continue fighting,vowed to continue fighting,1586_0
dawn,post,Israel,Hezbollah,negative,dismantled,"The Israeli military said Friday it had “dismantled” more than 4,300 Hezbollah sites in Lebanon",1586_0
dawn,post,Israel,Hezbollah,negative,killed,"killed “more than 1,400” of the group’s fighters",1586_0
dawn,post,UK,US,positive,insisted,British Prime Minister Keir Starmer insisted on Friday that Nato was “in America’s interests”,1587_0
dawn,post,UK,US,neutral,talked by phone,The British leader talked by phone to Trump late on Thursday,1587_0
dawn,post,UK,US,neutral,set out,he said he set out “the views of the region here” to the US president,1587_0
dawn,post,UK,US,neutral,talking,We spent most of the time on the call talking about the practical plan,1587_0
dawn,post,UK,US,positive,role,the role that the UK is playing,1587_0
dawn,post,UK,US,positive,building a coalition,Britain was building a coalition of over 30 countries to work on a diplomatic and military plan,1587_0
dawn,post,UK,Russia,negative,expressing frustration,"Starmer had appeared to draw parallels between Trump and Russian President Vladimir Putin, expressing frustration over rising oil and other costs linked to the war",1587_0
dawn,post,UK,US,negative,expressing frustration,"Starmer had appeared to draw parallels between Trump and Russian President Vladimir Putin, expressing frustration over rising oil and other costs linked to the war",1587_0
dawn,post,Pakistan,Saudi_Arabia,positive,sent,Pakistan has sent a military force and fighter jets to Saudi Arabia to boost security under a joint defence cooperation agreement between the two countries,1596_0
dawn,post,Saudi_Arabia,Pakistan,positive,wrote,"The Saudi ministry, in a statement , wrote that a military force and fighter jets from Pakistan had arrived at the King Abdulaziz Air Base in its eastern province",1596_0
dawn,post,Pakistan,Saudi_Arabia,positive,aimed at strengthening,It added that the Pakistani deployment was aimed at “strengthening the joint defence cooperation agreement signed between the two brotherly countries”,1596_0
dawn,post,Pakistan,Saudi_Arabia,positive,aimed at enhancing,"with the aim of enhancing joint military coordination, raising the level of operational readiness between the armed forces of the two countries",1596_0
dawn,post,US,Iran,neutral,talks,Trump framed the talks in explicitly strategic and transactional terms,1591_0
dawn,post,US,Iran,positive,expressing optimism,"Vice President Vance, who is expected to lead the US delegation in Islamabad, struck a more conventional diplomatic tone, expressing optimism",1591_0
dawn,post,US,Iran,negative,warning against manipulation,warning against manipulation by the other side,1591_0
dawn,post,Pakistan,US,positive,helped create conditions for dialogue,Pakistan has presented itself not as a power broker but as an enabling platform —an intermediary that has helped create conditions for dialogue,1591_0
dawn,post,Pakistan,Iran,positive,helped create conditions for dialogue,Pakistan has presented itself not as a power broker but as an enabling platform —an intermediary that has helped create conditions for dialogue,1591_0
dawn,post,Pakistan,US,positive,intense diplomatic effort,an “intense diplomatic effort” that brought the process to its current stage,1591_0
dawn,post,Pakistan,Iran,positive,intense diplomatic effort,an “intense diplomatic effort” that brought the process to its current stage,1591_0
dawn,post,Pakistan,US,positive,partners,"Our partners, multiple partners, countries like Turkey, Saudi Arabia and Egypt have certainly made a lot of effort",1591_0
dawn,post,Pakistan,Iran,positive,partners,"Our partners, multiple partners, countries like Turkey, Saudi Arabia and Egypt have certainly made a lot of effort",1591_0
dawn,post,Pakistan,US,positive,facilitator,"As a facilitator, the role is to bring the conflicting parties together",1591_0
dawn,post,Pakistan,Iran,positive,facilitator,"As a facilitator, the role is to bring the conflicting parties together",1591_0
dawn,post,Pakistan,US,positive,receiving calls,We bring the good intentions of the entire international community because we have been receiving calls,1591_0
dawn,post,Pakistan,Iran,positive,receiving calls,We bring the good intentions of the entire international community because we have been receiving calls,1591_0
dawn,post,US,Iran,positive,ready to hold hostilities and go for a negotiated settlement,"the word of President Trump, the word of the Iranian leadership that they are ready to hold hostilities and go for a negotiated settlement",1591_0
dawn,post,Iran,US,positive,ready to hold hostilities and go for a negotiated settlement,"the word of President Trump, the word of the Iranian leadership that they are ready to hold hostilities and go for a negotiated settlement",1591_0
dawn,post,US,Iran,negative,laid,mines laid by Iran,1597_0
dawn,post,US,Iran,negative,insisted,insisted that Iran is “LOSING BIG!” in the conflict,1597_0
dawn,post,Pakistan,US,positive,made a strong effort to help,Pakistan had made a strong effort to help the process succeed,1603_0
dawn,post,Pakistan,Iran,positive,made a strong effort to help,Pakistan had made a strong effort to help the process succeed,1603_0
dawn,post,Pakistan,US,positive,tried to help us and the iranians bridge the gap,really tried to help us and the Iranians bridge the gap and get to a deal,1603_0
dawn,post,Pakistan,Iran,positive,tried to help us and the iranians bridge the gap,really tried to help us and the Iranians bridge the gap and get to a deal,1603_0
dawn,post,UK,US,neutral,seek,London would continue to seek Washington’s formal approval for the agreement,1602_0
dawn,post,UK,US,neutral,engage with,We are continuing to engage with the US and Mauritius,1602_0
dawn,post,UAE,Russia,positive,helped mediate,The United Arab Emirates helped mediate the exchange,1595_0
dawn,post,Israel,Lebanon,negative,targeting,decrying Israel’s “systematic” targeting of emergency workers,1598_0
dawn,post,Pakistan,US,positive,requested,Pakistan on Sunday requested the US and Iran to uphold the ceasefire,1613_0
dawn,post,Pakistan,Iran,positive,requested,Pakistan on Sunday requested the US and Iran to uphold the ceasefire,1613_0
dawn,post,Pakistan,US,positive,facilitate engagement and dialogue,Pakistan has been and will continue to play its role to facilitate engagement and dialogue between the Islamic Republic of Iran and the United States of America,1613_0
dawn,post,Pakistan,Iran,positive,facilitate engagement and dialogue,Pakistan has been and will continue to play its role to facilitate engagement and dialogue between the Islamic Republic of Iran and the United States of America,1613_0
dawn,post,EU,US,positive,salute,We salute Pakistan for its mediation efforts,1613_0
dawn,post,EU,Iran,positive,salute,We salute Pakistan for its mediation efforts,1613_0
dawn,post,Oman,US,positive,urged,Oman’s Foreign Minister Badr Albusaidi also urged both sides to continue talking and extend the ceasefire,1613_0
dawn,post,Oman,Iran,positive,urged,Oman’s Foreign Minister Badr Albusaidi also urged both sides to continue talking and extend the ceasefire,1613_0
dawn,post,Iran,US,negative,warns,Tehran warns of strong response to any confrontation,1612_0
dawn,post,Iran,US,negative,demands,Iran demands full sanction lifting,1612_0
dawn,post,US,Iran,neutral,offers,US offers phased approach,1612_0
dawn,post,Iran,US,negative,will not give in to threats,his country will not give in to threats after US President Donald Trump ordered a naval blockade of the strategic Strait of Hormuz,1612_0
dawn,post,US,Iran,negative,ordered,US President Donald Trump ordered a naval blockade of the strategic Strait of Hormuz,1612_0
dawn,post,Iran,US,negative,failed to gain the trust,the opposing side “ultimately failed to gain the trust of the Iranian delegation in this round of negotiations”,1612_0
dawn,post,Pakistan,US,positive,hosted and facilitated,"Pakistan, which hosted and facilitated the talks",1612_0
dawn,post,Pakistan,Iran,positive,hosted and facilitated,"Pakistan, which hosted and facilitated the talks",1612_0
dawn,post,US,Iran,neutral,pointed to a “proposal”,"US Vice President J.D. Vance, who was leading the American team, pointed to a “proposal” having been given to Iran",1612_0
dawn,post,Iran,US,neutral,put the ball in the us court,"Mr Ghalibaf, the head of the Iranian delegation, on his part put the ball in the US court, saying, “It is time for it [US] to decide.”",1612_0
dawn,post,US,Iran,negative,pushed for,The US delegation pushed for what Mr Vance described as an “affirmative commitment” from Iran that it would not pursue nuclear weapons,1612_0
dawn,post,Iran,US,negative,insisted,"Iran, however, insisted on trust before any progress",1612_0
dawn,post,Iran,US,negative,declined to accept the proposal,"The US, however, declined to accept the proposal, instead pressing for a broader, affirmative and open-ended prohibition on enrichment",1612_0
dawn,post,Iran,US,negative,maintained,"Iran maintained that control over the chokepoint was non-negotiable, while the US pressed for unrestricted navigation",1612_0
dawn,post,US,Iran,negative,pressed for,while the US pressed for unrestricted navigation,1612_0
dawn,post,Iran,US,negative,insisted,"They, moreover, insisted that continued Iranian operational control was a non-negotiable red line",1612_0
dawn,post,Iran,US,negative,demanded,Iran demanded comprehensive lifting of sanctions and release of assets as part of any meaningful deal,1612_0
dawn,post,Iran,US,negative,claimed,"The Iranian side also claimed that the release of $6 billion in frozen assets was its precondition for talks, which the US had accepted",1612_0
dawn,post,Iran,US,negative,insisted,Iran insisted that any settlement must include a full cessation of hostilities across all fronts,1612_0
dawn,post,Iran,US,negative,insisted,Iran also insisted the war must be formally ended and guarantees delivered before concessions,1612_0
dawn,post,US,Iran,negative,treated,"The US, meanwhile, treated concessions as the prerequisite for any broader settlement",1612_0
dawn,post,Iran,US,negative,warned,warned that it would be dealt with harshly and decisively,1605_0
dawn,post,Iran,US,negative,warned,The enemy will become trapped in a deadly vortex in the strait if it makes the wrong move,1605_0
dawn,post,US,Iran,negative,blockading,the United States Navy would begin the process of blockading vessels entering or leaving the Strait of Hormuz,1605_0
dawn,post,US,Iran,negative,alleging,alleging that Iran had threatened shipping in the waterway,1605_0
dawn,post,Iran,US,negative,would not give in to threats,his country would not give in to threats,1605_0
dawn,post,Iran,US,negative,fight,"If they fight, we will fight",1605_0
dawn,post,Iran,US,neutral,deal with logic,"if they come forward with logic, we will deal with logic",1605_0
dawn,post,US,Iran,negative,interdict,US forces had been instructed to interdict vessels in international waters that had paid what he described as “illegal tolls” to Iran,1605_0
dawn,post,US,Iran,negative,warned,He further warned of military consequences if Iranian forces targeted US or commercial vessels,1605_0
dawn,post,US,Iran,negative,blown to hell,"Any Iranian who fires at us, or at peaceful vessels, will be BLOWN TO HELL",1605_0
dawn,post,US,Iran,negative,threat to destroy,He also reiterated his threat to destroy Iran’s power plants and other civilian energy infrastructure if no deal was reached,1605_0
dawn,post,US,Iran,negative,take out,I could take out Iran in one day,1605_0
dawn,post,US,Iran,neutral,talks,talks with Iran in Islamabad had yielded progress on “most points” but failed to secure agreement on Tehran’s nuclear programme,1605_0
dawn,post,Iran,US,neutral,reached understanding,the delegations reached “understanding” on several issues,1605_0
dawn,post,US,Iran,neutral,reached understanding,the delegations reached “understanding” on several issues,1605_0
dawn,post,Iran,US,neutral,talks did not lead to an agreement,"ultimately, the talks did not lead to an agreement",1605_0
dawn,post,US,Iran,neutral,talks did not lead to an agreement,"ultimately, the talks did not lead to an agreement",1605_0
dawn,post,US,Iran,neutral,talks,"the nearly 20-hour meeting had gone “well” overall, but stressed that the “only point that really mattered” — Iran’s nuclear ambitions — remained unresolved",1605_0
dawn,post,US,Iran,positive,very friendly and respectful,his representatives became “very friendly and respectful” towards their Iranian counterparts during the prolonged talks,1605_0
dawn,post,US,Iran,negative,block,The US military said it would block shipping traffic in and out of Iran’s ports,1617_0
dawn,post,US,Iran,negative,blockading,"US Navy “will begin the process of BLOCKADING any and all ships trying to enter, or leave, the Strait of Hormuz”",1617_0
dawn,post,Iran,US,negative,warning,Iran’s Revolutionary Guards responded to Trump by warning that military vessels approaching the strait would be considered a ceasefire breach and dealt with harshly and decisively,1617_0
dawn,post,Pakistan,US,positive,announced,"Pakistan on Wednesday announced that the Islamic Republic of Iran and the United States of America, along with their allies, had agreed to an immediate ceasefire",1552_0
dawn,post,Pakistan,Iran,positive,announced,"Pakistan on Wednesday announced that the Islamic Republic of Iran and the United States of America, along with their allies, had agreed to an immediate ceasefire",1552_0
dawn,post,Pakistan,US,positive,invited,invited their delegations to Islamabad on April 10 for talks aimed at reaching a lasting settlement of disputes,1552_0
dawn,post,Pakistan,Iran,positive,invited,invited their delegations to Islamabad on April 10 for talks aimed at reaching a lasting settlement of disputes,1552_0
dawn,post,Pakistan,US,positive,welcoming,welcoming the move and extending his “deepest gratitude” to the leadership of both countries,1552_0
dawn,post,Pakistan,Iran,positive,welcoming,welcoming the move and extending his “deepest gratitude” to the leadership of both countries,1552_0
dawn,post,Pakistan,US,positive,expressing hope,expressing hope that the ‘Islamabad Talks’ would succeed in achieving sustainable peace,1552_0
dawn,post,Pakistan,Iran,positive,expressing hope,expressing hope that the ‘Islamabad Talks’ would succeed in achieving sustainable peace,1552_0
dawn,post,Pakistan,US,positive,invited,invited delegations from both countries to Islamabad on April 10 to “hold further negotiations towards a conclusive agreement to settle all disputes”,1552_0
dawn,post,Pakistan,Iran,positive,invited,invited delegations from both countries to Islamabad on April 10 to “hold further negotiations towards a conclusive agreement to settle all disputes”,1552_0
dawn,post,Israel,US,positive,supported,Israel supported Trump’s decision,1552_0
dawn,post,Iran,US,positive,confirmed,Iran President Masoud Pezeshkian on Wednesday confirmed Tehran’s participation in the possible peace talks with the United States in Islamabad,1552_0
dawn,post,Iran,Pakistan,positive,confirmed,Pezeshkian “confirmed that Iran would be participating in the negotiations in Islamabad”,1552_0
dawn,post,Pakistan,Iran,positive,conveyed,the premier conveyed his “deep appreciation for the wisdom and sagacity of the Iranian leadership in agreeing to the ceasefire,1552_0
dawn,post,Saudi_Arabia,US,positive,expressed hope,"Saudi Arabia’s Foreign Ministry, in a statement, expressed hope that the two-week truce would lead to a “comprehensive and sustainable de-escalation”",1552_0
dawn,post,Saudi_Arabia,Iran,positive,expressed hope,"Saudi Arabia’s Foreign Ministry, in a statement, expressed hope that the two-week truce would lead to a “comprehensive and sustainable de-escalation”",1552_0
dawn,post,Oman,Pakistan,positive,appreciated,Oman appreciated Pakistan’s role in helping secure the ceasefire,1552_0
dawn,post,Oman,US,positive,affirmed,affirmed the “importance of intensifying efforts now to find solutions capable of ending the crisis at its roots”,1552_0
dawn,post,Oman,Iran,positive,affirmed,affirmed the “importance of intensifying efforts now to find solutions capable of ending the crisis at its roots”,1552_0
dawn,post,Qatar,Pakistan,positive,appreciated,Minister of State of Qatar Dr Mohammed bin Abdulaziz Al-Khulaifi appreciated Pakistan’s “constructive role in fostering peace”,1552_0
dawn,post,Qatar,Pakistan,positive,applauded,the Qatari minister of state applauded Pakistan’s efforts in “fostering peace”,1552_0
dawn,post,US,Iran,positive,agreed,Washington and Tehran agreed to a truce,1552_0
dawn,post,US,Iran,positive,help,the United States will help with traffic buildup in the Strait of Hormuz,1552_0
dawn,post,US,Iran,positive,suspend the bombing,Trump saying early on Wednesday that he would suspend the bombing of Iran for two weeks if Tehran fully reopened the vital Strait of Hormuz,1552_0
dawn,post,Iran,US,positive,cease,"Iran said that if attacks against the country were halted, it would cease its defensive operations",1552_0
dawn,post,Pakistan,US,positive,request,I earnestly request President Trump to extend the deadline for two weeks,1552_0
dawn,post,Pakistan,Iran,positive,requested,He also requested Iran to open the Strait of Hormuz,1552_0
dawn,post,Pakistan,Iran,positive,requests,"Pakistan, in all sincerity, requests the Iranian brothers to open the Strait of Hormuz",1552_0
dawn,post,Pakistan,US,positive,urged,We also urge all warring parties to observe a ceasefire everywhere for two weeks,1552_0
dawn,post,Pakistan,Iran,positive,urged,We also urge all warring parties to observe a ceasefire everywhere for two weeks,1552_0
dawn,post,US,Iran,positive,suspend the bombing and attack,I agree to suspend the bombing and attack of Iran for a period of two weeks,1552_0
dawn,post,Iran,US,positive,express my gratitude and appreciation,I express my gratitude and appreciation for my dear brothers Prime Minister of Pakistan Sharif and Field Marshal Munir for their tireless efforts to end the war in the region,1552_0
dawn,post,Iran,Pakistan,positive,express my gratitude and appreciation,I express my gratitude and appreciation for my dear brothers Prime Minister of Pakistan Sharif and Field Marshal Munir for their tireless efforts to end the war in the region,1552_0
dawn,post,Iran,US,positive,declare,"I hereby declare on behalf of Iran’s Supreme National Security Council: If attacks against Iran are halted, our powerful armed forces will cease their defensive operations",1552_0
dawn,post,Iran,US,positive,declare,"For a period of two weeks, safe passage through the Strait of Hormuz will be possible via coordination with Iran’s armed forces",1552_0
dawn,post,Israel,US,positive,said it supported,Israel said it supported US President Donald Trump’s decision to suspend the bombing of Iran for two weeks,1552_0
dawn,post,Israel,Iran,positive,said it supported,Israel said it supported US President Donald Trump’s decision to suspend the bombing of Iran for two weeks,1552_0
dawn,post,Israel,US,positive,supports,"Israel also supports the US effort to ensure that Iran no longer poses a nuclear, missile and terror threat",1552_0
dawn,post,Israel,Iran,positive,supports,"Israel also supports the US effort to ensure that Iran no longer poses a nuclear, missile and terror threat",1552_0
dawn,post,Turkey,Israel,negative,critic,"Turkiye, a fierce critic of Israel",1618_0
dawn,post,Turkey,Israel,negative,warned,Erdogan warned his US counterpart Donald Trump of “possible provocations and sabotage” that could jeopardise an initial ceasefire arrangement in the US-Israeli war on Iran,1618_0
dawn,post,Israel,Turkey,negative,criticised,Israeli Prime Minister Benjamin Netanyahu sharply criticised Erdogan in a post on X,1618_0
dawn,post,Israel,Iran,negative,confront,vowed Tel Aviv would continue to confront Tehran and its regional allies,1618_0
dawn,post,Israel,Turkey,negative,lashed out,Israeli Defence Minister Israel Katz also lashed out at Erdogan on X,1618_0
dawn,post,Israel,Turkey,negative,calling,calling him a “paper tiger”,1618_0
dawn,post,Turkey,Israel,negative,slammed,The Turkish foreign ministry then slammed Netanyahu for remarks targeting Erdogan,1618_0
dawn,post,Turkey,Israel,negative,contended,It contended that Netanyahu’s “current objective is to undermine ongoing peace negotiations and continue his expansionist policies in the region”,1618_0
dawn,post,Turkey,Israel,negative,noted,the ministry noted that an arrest warrant had been issued against Netanyahu by the International Criminal Court (ICC) on charges of war crimes and crimes against humanity,1618_0
dawn,post,Turkey,Israel,negative,asserted,"“Türkiye will continue to stand by innocent civilians and will further its efforts to ensure that Netanyahu is held accountable for the crimes he has committed,” it asserted",1618_0
dawn,post,US,Iran,negative,begin a blockade,The US military said it would begin a blockade of all Iranian ports on Monday,1614_0
dawn,post,Pakistan,US,positive,facilitating,mediator Pakistan said it would keep facilitating their dialogue,1614_0
dawn,post,Pakistan,Iran,positive,facilitating,mediator Pakistan said it would keep facilitating their dialogue,1614_0
dawn,post,Pakistan,US,positive,called on,called on both sides to honour the fragile two-week ceasefire,1614_0
dawn,post,Pakistan,Iran,positive,called on,called on both sides to honour the fragile two-week ceasefire,1614_0
dawn,post,US,Iran,negative,blockading,"will begin the process of BLOCKADING any and all Ships trying to enter, or leave, the Strait of Hormuz",1614_0
dawn,post,US,Iran,negative,blown to hell,"Any Iranian who fires at us, or at peaceful vessels, will be BLOWN TO HELL!",1614_0
dawn,post,Iran,US,negative,not bow to any threats,Tehran would “not bow to any threats” from Washington,1614_0
dawn,post,Iran,US,negative,called,navy chief Shahram Irani called Trump’s blockade threat “ridiculous”,1614_0
dawn,post,Iran,US,negative,blamed,"Iranian foreign ministry Abbas Araghchi blamed “ maximalism, shifting goalposts , and (a) blockade”",1614_0
dawn,post,Pakistan,Saudi_Arabia,positive,spoken with,"Dar had spoken with his Saudi counterpart, Prince Faisal Bin Farhaan, today and shared developments regarding the Islamabad Talks",1607_0
dawn,post,Pakistan,Saudi_Arabia,positive,stressed,stressed the importance of all parties adhering to their ceasefire commitments,1607_0
dawn,post,Pakistan,Egypt,positive,briefed,Dar briefed him on the Islamabad Talks and Pakistan’s continued efforts in facilitating engagement between the parties,1607_0
dawn,post,Pakistan,Egypt,positive,emphasised,emphasised that it is imperative for all the parties to uphold their commitment to the ceasefire,1607_0
dawn,post,Pakistan,Turkey,positive,spoke to,"Dar also spoke to Turkish Foreign Minister Hakan Fidan, sharing developments regarding the Islamabad Talks",1607_0
dawn,post,Turkey,Pakistan,positive,commended,Fidan commended Pakistan’s role in facilitating the dialogue between Iran and the US,1607_0
dawn,post,Turkey,Pakistan,positive,extended the invitation,Fidan also extended the invitation to Dar for the Antalya Diplomacy Forum,1607_0
